1:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):76:2678:astPosition.get(a.getValue()) - astPosition.get(b.getValue()) |==> astPosition.get(a.getValue()) % astPosition.get(b.getValue())
232:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):610:20898:cur.getChildCount() == 4 |==> cur.getChildCount() >= 4
233:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):610:20918:cur.getChildCount() == 4 |==> false
234:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):611:20932:iter = cur.getFirstChild().getNext().getNext(); |==> <NO-OP>
235:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):614:21004:lastJump == node |==> false
236:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):615:21021:createEdge(node, Branch.UNCOND, iter); |==> <NO-OP>
237:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):617:21079:finallyMap.put(lastJump, iter); |==> <NO-OP>
238:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):625:21334:NodeUtil.isFunction(curHandler) |==> false
239:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):625:21334:NodeUtil.isFunction(curHandler) |==> true
240:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):628:21402:NodeUtil.hasFinally(curHandler) |==> false
241:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):628:21402:NodeUtil.hasFinally(curHandler) |==> true
242:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):629:21439:lastJump == null |==> false
243:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):630:21460:createEdge(node, Branch.UNCOND, curHandler.getLastChild()); |==> <NO-OP>
244:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):632:21547:finallyMap.put(lastJump, computeFallThrough(curHandler.getLastChild())); |==> <NO-OP>
245:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):635:21652:lastJump = curHandler; |==> <NO-OP>
246:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):639:21714:node.hasChildren() |==> false
247:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):639:21714:node.hasChildren() |==> true
248:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):640:21726:connectToPossibleExceptionHandler(node, node.getFirstChild()); |==> <NO-OP>
249:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):643:21813:lastJump == null |==> false
250:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):644:21830:createEdge(node, Branch.UNCOND, null); |==> <NO-OP>
251:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):646:21888:finallyMap.put(lastJump, null); |==> <NO-OP>
252:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmt(com.google.javascript.rhino.Node):652:22015:createEdge(node, Branch.UNCOND, computeFollowNode(node)); |==> <NO-OP>
253:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmt(com.google.javascript.rhino.Node):653:22077:connectToPossibleExceptionHandler(node, node); |==> <NO-OP>
254:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23429:parent == null |==> false
255:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23440:parent.getType() == Token.FUNCTION |==> parent.getType() <= Token.FUNCTION
256:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23440:parent.getType() == Token.FUNCTION |==> parent.getType() >= Token.FUNCTION
257:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23457:parent.getType() == Token.FUNCTION |==> false
258:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23422:parent == null || parent.getType() == Token.FUNCTION |==> parent == null != (parent.getType() == Token.FUNCTION)
259:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23422:parent == null || parent.getType() == Token.FUNCTION |==> parent == null
260:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23440:parent == null || parent.getType() == Token.FUNCTION |==> parent.getType() == Token.FUNCTION
261:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23437:parent == null || parent.getType() == Token.FUNCTION |==> true
262:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23483:node == root |==> false
263:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23422:parent == null || parent.getType() == Token.FUNCTION || node == root |==> (parent == null || parent.getType() == Token.FUNCTION) != (node == root)
264:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23422:parent == null || parent.getType() == Token.FUNCTION || node == root |==> parent == null || parent.getType() == Token.FUNCTION
265:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23478:parent == null || parent.getType() == Token.FUNCTION || node == root |==> node == root
266:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):690:23475:parent == null || parent.getType() == Token.FUNCTION || node == root |==> true
267:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):703:23965:parent.getNext() != null |==> true
268:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):704:23990:parent.getNext().getType() == Token.CASE |==> parent.getNext().getType() <= Token.CASE
269:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):704:23990:parent.getNext().getType() == Token.CASE |==> parent.getNext().getType() >= Token.CASE
270:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):704:24017:parent.getNext().getType() == Token.CASE |==> false
271:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):706:24118:parent.getNext().getType() == Token.DEFAULT |==> parent.getNext().getType() <= Token.DEFAULT
272:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):706:24118:parent.getNext().getType() == Token.DEFAULT |==> parent.getNext().getType() >= Token.DEFAULT
273:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):706:24145:parent.getNext().getType() == Token.DEFAULT |==> false
274:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):709:24274:false |==> true
275:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):709:24249:Preconditions.checkState(false, "Not reachable"); |==> <NO-OP>
276:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):716:24457:NodeUtil.isForIn(parent) |==> false
277:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):716:24457:NodeUtil.isForIn(parent) |==> true
278:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):726:24759:parent.getFirstChild() == node |==> false
279:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):727:24803:NodeUtil.hasFinally(parent) |==> false
280:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):727:24803:NodeUtil.hasFinally(parent) |==> true
281:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):733:25089:NodeUtil.getCatchBlock(parent) == node |==> false
282:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):734:25132:NodeUtil.hasFinally(parent) |==> false
283:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):734:25132:NodeUtil.hasFinally(parent) |==> true
284:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):740:25410:parent.getLastChild() == node |==> false
285:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):742:25492:createEdge(fromNode, Branch.UNCOND, finallyNode); |==> <NO-OP>
286:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25895:nextSibling != null |==> true
287:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25906:nextSibling.getType() == Token.FUNCTION |==> nextSibling.getType() <= Token.FUNCTION
288:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25906:nextSibling.getType() == Token.FUNCTION |==> nextSibling.getType() >= Token.FUNCTION
289:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25928:nextSibling.getType() == Token.FUNCTION |==> false
290:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25883:nextSibling != null && nextSibling.getType() == Token.FUNCTION |==> nextSibling != null == (nextSibling.getType() == Token.FUNCTION)
291:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25903:nextSibling != null && nextSibling.getType() == Token.FUNCTION |==> false
292:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25883:nextSibling != null && nextSibling.getType() == Token.FUNCTION |==> nextSibling != null
293:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):753:25906:nextSibling != null && nextSibling.getType() == Token.FUNCTION |==> nextSibling.getType() == Token.FUNCTION
294:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):754:25955:nextSibling = nextSibling.getNext(); |==> <NO-OP>
295:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):757:26019:nextSibling != null |==> true
296:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFallThrough(com.google.javascript.rhino.Node):775:26612:NodeUtil.isForIn(n) |==> false
297:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFallThrough(com.google.javascript.rhino.Node):775:26612:NodeUtil.isForIn(n) |==> true
298:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@createEdge(com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch,com.google.javascript.rhino.Node):794:27055:cfg.createNode(fromNode); |==> <NO-OP>
299:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@createEdge(com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch,com.google.javascript.rhino.Node):795:27085:cfg.createNode(toNode); |==> <NO-OP>
300:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@createEdge(com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch,com.google.javascript.rhino.Node):796:27113:cfg.connectIfNotFound(fromNode, branch, toNode); |==> <NO-OP>
301:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):805:27471:mayThrowException(target) && !exceptionHandler.isEmpty() |==> mayThrowException(target) == !exceptionHandler.isEmpty()
302:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):805:27497:mayThrowException(target) && !exceptionHandler.isEmpty() |==> false
303:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):805:27471:mayThrowException(target) && !exceptionHandler.isEmpty() |==> mayThrowException(target)
304:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):805:27500:mayThrowException(target) && !exceptionHandler.isEmpty() |==> !exceptionHandler.isEmpty()
305:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):808:27639:NodeUtil.isFunction(handler) |==> false
306:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):808:27639:NodeUtil.isFunction(handler) |==> true
307:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):811:27713:handler.getType() == Token.TRY |==> handler.getType() <= Token.TRY
308:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):811:27713:handler.getType() == Token.TRY |==> handler.getType() >= Token.TRY
309:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):811:27731:handler.getType() == Token.TRY |==> false
310:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):811:27688:Preconditions.checkState(handler.getType() == Token.TRY); |==> <NO-OP>
311:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):814:27843:NodeUtil.hasCatchHandler(catchBlock) |==> false
312:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):814:27843:NodeUtil.hasCatchHandler(catchBlock) |==> true
313:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):815:27909:lastJump == cfgNode |==> false
314:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):816:27935:createEdge(cfgNode, Branch.ON_EX, handler.getLastChild()); |==> <NO-OP>
315:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):818:28025:finallyMap.put(lastJump, handler.getLastChild()); |==> <NO-OP>
316:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):821:28143:lastJump == cfgNode |==> false
317:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):822:28169:createEdge(cfgNode, Branch.ON_EX, catchBlock); |==> <NO-OP>
318:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):825:28267:finallyMap.put(lastJump, catchBlock); |==> <NO-OP>
319:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):828:28335:lastJump = handler; |==> <NO-OP>
320:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):837:28557:c != null |==> true
321:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):839:28628:c.getType() == type |==> c.getType() <= type
322:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):839:28628:c.getType() == type |==> c.getType() >= type
323:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):839:28640:c.getType() == type |==> false
324:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):853:28987:label != null |==> true
325:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):853:28956:isBreakStructure(target, label != null) && matchLabel(parent, label) |==> isBreakStructure(target, label != null) == matchLabel(parent, label)
326:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):853:28996:isBreakStructure(target, label != null) && matchLabel(parent, label) |==> false
327:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):853:28956:isBreakStructure(target, label != null) && matchLabel(parent, label) |==> isBreakStructure(target, label != null)
328:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):853:28999:isBreakStructure(target, label != null) && matchLabel(parent, label) |==> matchLabel(parent, label)
329:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):862:29279:isContinueStructure(target) && matchLabel(parent, label) |==> isContinueStructure(target) == matchLabel(parent, label)
330:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):862:29307:isContinueStructure(target) && matchLabel(parent, label) |==> false
331:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):862:29279:isContinueStructure(target) && matchLabel(parent, label) |==> isContinueStructure(target)
332:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):862:29310:isContinueStructure(target) && matchLabel(parent, label) |==> matchLabel(parent, label)
333:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):869:29553:label == null |==> false
334:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):870:29577:true |==> false
335:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):872:29600:target.getType() == Token.LABEL |==> target.getType() <= Token.LABEL
336:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):872:29600:target.getType() == Token.LABEL |==> target.getType() >= Token.LABEL
337:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):872:29617:target.getType() == Token.LABEL |==> false
338:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):873:29686:target.getFirstChild().getString().equals(label) |==> false
339:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):873:29686:target.getFirstChild().getString().equals(label) |==> true
340:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):874:29712:true |==> false
341:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):876:29732:target = target.getParent(); |==> <NO-OP>
342:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):878:29778:false |==> true
343:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):894:30144:true |==> false
344:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):896:30192:false |==> true
345:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):898:30244:c != null |==> true
346:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):899:30282:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> !ControlFlowGraph.isEnteringNewCfgNode(c) == mayThrowException(c)
