1:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):75:2694:astPosition.get(a.getValue()) - astPosition.get(b.getValue()) |==> astPosition.get(a.getValue()) % astPosition.get(b.getValue())
234:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):653:22296:lastJump = curHandler; |==> <NO-OP>
235:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):657:22358:node.hasChildren() |==> false
236:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):657:22358:node.hasChildren() |==> true
237:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):658:22370:connectToPossibleExceptionHandler(node, node.getFirstChild()); |==> <NO-OP>
238:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):661:22457:lastJump == null |==> false
239:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):662:22474:createEdge(node, Branch.UNCOND, null); |==> <NO-OP>
240:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleReturn(com.google.javascript.rhino.Node):664:22532:finallyMap.put(lastJump, null); |==> <NO-OP>
241:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmt(com.google.javascript.rhino.Node):670:22659:createEdge(node, Branch.UNCOND, computeFollowNode(node, this)); |==> <NO-OP>
242:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmt(com.google.javascript.rhino.Node):671:22727:connectToPossibleExceptionHandler(node, node); |==> <NO-OP>
243:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24245:parent == null |==> false
244:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24238:parent == null || parent.isFunction() |==> parent == null != parent.isFunction()
245:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24238:parent == null || parent.isFunction() |==> parent == null
246:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24256:parent == null || parent.isFunction() |==> parent.isFunction()
247:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24253:parent == null || parent.isFunction() |==> true
248:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24292:cfa != null |==> true
249:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24308:node == cfa.root |==> false
250:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24288:cfa != null && node == cfa.root |==> cfa != null == (node == cfa.root)
251:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24300:cfa != null && node == cfa.root |==> false
252:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24288:cfa != null && node == cfa.root |==> cfa != null
253:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24303:cfa != null && node == cfa.root |==> node == cfa.root
254:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24238:parent == null || parent.isFunction() || (cfa != null && node == cfa.root) |==> (parent == null || parent.isFunction()) != (cfa != null && node == cfa.root)
255:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24238:parent == null || parent.isFunction() || (cfa != null && node == cfa.root) |==> parent == null || parent.isFunction()
256:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):714:24287:parent == null || parent.isFunction() || (cfa != null && node == cfa.root) |==> (cfa != null && node == cfa.root)
257:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):713:24276:parent == null || parent.isFunction() || (cfa != null && node == cfa.root) |==> true
258:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):727:24805:parent.getNext() != null |==> true
259:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):728:24853:parent.getNext().isCase() |==> false
260:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):728:24853:parent.getNext().isCase() |==> true
261:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):730:24973:parent.getNext().isDefaultCase() |==> false
262:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):730:24973:parent.getNext().isDefaultCase() |==> true
263:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):733:25088:false |==> true
264:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):733:25063:Preconditions.checkState(false, "Not reachable"); |==> <NO-OP>
265:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):740:25276:NodeUtil.isForIn(parent) |==> false
266:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):740:25276:NodeUtil.isForIn(parent) |==> true
267:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):750:25578:parent.getFirstChild() == node |==> false
268:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):751:25622:NodeUtil.hasFinally(parent) |==> false
269:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):751:25622:NodeUtil.hasFinally(parent) |==> true
270:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):757:25913:NodeUtil.getCatchBlock(parent) == node |==> false
271:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):758:25956:NodeUtil.hasFinally(parent) |==> false
272:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):758:25956:NodeUtil.hasFinally(parent) |==> true
273:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):764:26239:parent.getLastChild() == node |==> false
274:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):765:26267:cfa != null |==> true
275:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):767:26358:cfa.createEdge(fromNode, Branch.UNCOND, finallyNode); |==> <NO-OP>
276:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):779:26784:nextSibling != null |==> true
277:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):779:26772:nextSibling != null && nextSibling.isFunction() |==> nextSibling != null == nextSibling.isFunction()
278:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):779:26792:nextSibling != null && nextSibling.isFunction() |==> false
279:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):779:26772:nextSibling != null && nextSibling.isFunction() |==> nextSibling != null
280:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):779:26795:nextSibling != null && nextSibling.isFunction() |==> nextSibling.isFunction()
281:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):780:26829:nextSibling = nextSibling.getNext(); |==> <NO-OP>
282:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@computeFollowNode(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowAnalysis):783:26893:nextSibling != null |==> true
283:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFallThrough(com.google.javascript.rhino.Node):801:27485:NodeUtil.isForIn(n) |==> false
284:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@computeFallThrough(com.google.javascript.rhino.Node):801:27485:NodeUtil.isForIn(n) |==> true
285:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@createEdge(com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch,com.google.javascript.rhino.Node):820:27954:cfg.createNode(fromNode); |==> <NO-OP>
286:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@createEdge(com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch,com.google.javascript.rhino.Node):821:27984:cfg.createNode(toNode); |==> <NO-OP>
287:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@createEdge(com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch,com.google.javascript.rhino.Node):822:28012:cfg.connectIfNotFound(fromNode, branch, toNode); |==> <NO-OP>
288:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):831:28370:mayThrowException(target) && !exceptionHandler.isEmpty() |==> mayThrowException(target) == !exceptionHandler.isEmpty()
289:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):831:28396:mayThrowException(target) && !exceptionHandler.isEmpty() |==> false
290:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):831:28370:mayThrowException(target) && !exceptionHandler.isEmpty() |==> mayThrowException(target)
291:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):831:28399:mayThrowException(target) && !exceptionHandler.isEmpty() |==> !exceptionHandler.isEmpty()
292:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):834:28537:handler.isFunction() |==> false
293:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):834:28537:handler.isFunction() |==> true
294:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):837:28579:Preconditions.checkState(handler.isTry()); |==> <NO-OP>
295:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):840:28719:NodeUtil.hasCatchHandler(catchBlock) |==> false
296:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):840:28719:NodeUtil.hasCatchHandler(catchBlock) |==> true
297:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):841:28785:lastJump == cfgNode |==> false
298:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):842:28811:createEdge(cfgNode, Branch.ON_EX, handler.getLastChild()); |==> <NO-OP>
299:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):844:28901:finallyMap.put(lastJump, handler.getLastChild()); |==> <NO-OP>
300:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):847:29019:lastJump == cfgNode |==> false
301:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):848:29045:createEdge(cfgNode, Branch.ON_EX, catchBlock); |==> <NO-OP>
302:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):851:29143:finallyMap.put(lastJump, catchBlock); |==> <NO-OP>
303:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@connectToPossibleExceptionHandler(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):854:29211:lastJump = handler; |==> <NO-OP>
304:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):863:29433:c != null |==> true
305:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):865:29504:c.getType() == type |==> c.getType() <= type
306:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):865:29504:c.getType() == type |==> c.getType() >= type
307:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@getNextSiblingOfType(com.google.javascript.rhino.Node,int[]):865:29516:c.getType() == type |==> false
308:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,java.lang.String):878:29842:label != null |==> true
309:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,java.lang.String):878:29811:isBreakStructure(target, label != null) && matchLabel(target.getParent(), label) |==> isBreakStructure(target, label != null) == matchLabel(target.getParent(), label)
310:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,java.lang.String):878:29851:isBreakStructure(target, label != null) && matchLabel(target.getParent(), label) |==> false
311:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,java.lang.String):878:29811:isBreakStructure(target, label != null) && matchLabel(target.getParent(), label) |==> isBreakStructure(target, label != null)
312:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isBreakTarget(com.google.javascript.rhino.Node,java.lang.String):879:29860:isBreakStructure(target, label != null) && matchLabel(target.getParent(), label) |==> matchLabel(target.getParent(), label)
313:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):888:30152:isContinueStructure(target) && matchLabel(parent, label) |==> isContinueStructure(target) == matchLabel(parent, label)
314:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):888:30180:isContinueStructure(target) && matchLabel(parent, label) |==> false
315:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):888:30152:isContinueStructure(target) && matchLabel(parent, label) |==> isContinueStructure(target)
316:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@isContinueTarget(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,java.lang.String):888:30183:isContinueStructure(target) && matchLabel(parent, label) |==> matchLabel(parent, label)
317:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):895:30426:label == null |==> false
318:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):896:30450:true |==> false
319:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):899:30544:target.getFirstChild().getString().equals(label) |==> false
320:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):899:30544:target.getFirstChild().getString().equals(label) |==> true
321:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):900:30570:true |==> false
322:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):902:30590:target = target.getParent(); |==> <NO-OP>
323:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@matchLabel(com.google.javascript.rhino.Node,java.lang.String):904:30636:false |==> true
324:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):921:31030:true |==> false
325:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):923:31078:false |==> true
326:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):925:31130:c != null |==> true
327:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):926:31168:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> !ControlFlowGraph.isEnteringNewCfgNode(c) == mayThrowException(c)
328:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):926:31210:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> false
329:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):926:31168:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> !ControlFlowGraph.isEnteringNewCfgNode(c)
330:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):926:31213:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> mayThrowException(c)
331:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):927:31252:true |==> false
332:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):930:31283:false |==> true
333:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@isBreakStructure(com.google.javascript.rhino.Node,boolean):942:31578:true |==> false
334:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@isBreakStructure(com.google.javascript.rhino.Node,boolean):948:31705:false |==> true
335:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@isContinueStructure(com.google.javascript.rhino.Node):960:31968:true |==> false
336:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@isContinueStructure(com.google.javascript.rhino.Node):962:32004:false |==> true
337:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getExceptionHandler(com.google.javascript.rhino.Node):973:32296:!cur.isScript() && !cur.isFunction() |==> !cur.isScript() == !cur.isFunction()
338:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getExceptionHandler(com.google.javascript.rhino.Node):973:32312:!cur.isScript() && !cur.isFunction() |==> false
339:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getExceptionHandler(com.google.javascript.rhino.Node):973:32296:!cur.isScript() && !cur.isFunction() |==> !cur.isScript()
340:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getExceptionHandler(com.google.javascript.rhino.Node):973:32315:!cur.isScript() && !cur.isFunction() |==> !cur.isFunction()
341:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@getExceptionHandler(com.google.javascript.rhino.Node):976:32440:catchNode != null |==> true
